user_id,book_name,rating
2445,Brideshead Revisited,5
4697,Fire in the Blood,4
4825,Walden Two,2
4128,"The Lady With the Little Dog and Other Stories, 1896-1904",4
357,"Akira, Vol. 4",4
3159,The Book Thief,5
4696,"The Return of the King (The Lord of the Rings, #3)",5
1417,Starship Troopers,5
4122,Living Dead Girl,4
117,The Corner: A Year in the Life of an Inner-City Neighborhood,4
4120,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",4
3625,The Lighthouse (Adam Dalgliesh #13),5
4373,The Road,2
5993,On the Genealogy of Morals,5
523,"Foundation (Foundation, #1)",5
5398,"Death by Darjeeling (A Tea Shop Mystery, #1)",2
4217,The Trumpet of the Swan,4
2638,El Principito,3
4196,"One Fish, Two Fish, Red Fish, Blue Fish",5
3241,The Womanly Art of Breastfeeding,5
2969,Fahrenheit 451,4
5155,"""A Problem from Hell"": America and the Age of Genocide",4
4155,Lunar Park,3
675,In Her Shoes,4
897,"The Last Coyote (Harry Bosch, #4; Harry Bosch Universe, #4)",4
3565,El Perfume: Historia De Un Asesino,5
5341,Penélope en la guerra,3
18,Of Mice and Men,5
1416,"Sloppy Firsts (Jessica Darling, #1)",4
5000,The Gnostic Gospels,1
332,The Brothers Karamazov,4
2388,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",4
4466,Mindless Eating: Why We Eat More Than We Think,4
1379,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",3
3448,Life Before Man,3
15,The World Without Us,4
5,The Artist's Way: A Spiritual Path to Higher Creativity,5
4998,1984,3
2154,Who Moved My Cheese?,1
1960,Snow Flower and the Secret Fan,4
815,Flatland: A Romance of Many Dimensions,3
4746,"A Kingdom of Dreams (Westmoreland, #1)",3
850,Moon Tiger,3
326,French Women Don't Get Fat: The Secret of Eating for Pleasure,4
2880,Shoot the Moon,3
5063,The Wall and Other Stories,3
5991,The Wind-Up Bird Chronicle,3
4696,Fear and Trembling,4
946,The Aquariums of Pyongyang: Ten Years in the North Korean Gulag,3
1053,Light in August,2
4906,The Phantom Tollbooth,5
360,The Virgin Blue,4
342,The Curious Incident of the Dog in the Night-Time,3
2926,Friday,3
378,Animal Farm,2
1133,"The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story (Hitchhiker's Guide to the Galaxy, #1-5)",5
3935,Perfect Circle,4
1086,Invisible Man,3
216,Death of a Salesman,3
1613,Writing Down the Bones: Freeing the Writer Within,5
2926,There's Treasure Everywhere (Calvin and Hobbes #10),4
3867,The Secret Life of Bees,3
4804,"Ender's Game (Ender's Saga, #1)",5
4216,The Time Traveler's Wife,3
882,The Middle Place,4
4085,"The Death of Achilles (Erast Fandorin Mysteries, #4)",3
4216,A Prayer for Owen Meany,4
3259,"A Dance with Dragons (A Song of Ice and Fire, #5)",4
5272,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",3
4184,The Curious Incident of the Dog in the Night-Time,3
1162,How to Breathe Underwater,5
685,The Hours,5
2004,Veronika Decides to Die,3
166,Sula,4
2613,The Picture of Dorian Gray and Other Writings,3
529,"The Favored Child (The Wideacre Trilogy, #2)",2
166,Dogeaters,3
3784,The Diving Bell and the Butterfly,3
1581,Oliver Twist,3
1059,Romeo and Juliet,3
3544,The Summons,3
5192,"The Crystal City (Tales of Alvin Maker, #6)",4
5151,Middlesex,4
4152,"Shadow of the Hegemon (The Shadow Series, #2)",4
4278,One Hundred Years of Solitude,4
4138,"All Together Dead (Sookie Stackhouse, #7)",3
5791,The Confessions of Max Tivoli,5
5231,"Love Is a Mix Tape: Life and Loss, One Song at a Time",4
4739,The Alchemist,2
913,El perfume: Historia de un asesino,5
4806,Weather,4
4253,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",5
547,"Dicey's Song (Tillerman Cycle, #2)",4
5114,East of Eden,4
4584,Fight Club,5
3010,The White Guard,4
2138,The Firm,5
411,"Ramona the Pest (Ramona, #2)",4
166,The Best Laid Plans,2
3216,Nine Stories,4
505,I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away,4
3961,Today I Wrote Nothing: The Selected Writings,4
1419,"Origin in Death (In Death, #21)",4
99,Sam Walton: Made In America,4
3486,A Light in the Attic,3
3392,Color: A Natural History of the Palette,3
308,"A Time to Kill (Jake Brigance, #1)",4
3180,"Castle Roogna (Xanth, #3)",4
5993,Notes from Underground,5
2419,Sideways Stories from Wayside School (Wayside School #1),5
2880,"The Giver (The Giver, #1)",4
882,While I Was Gone,3
1162,Julie and Julia: My Year of Cooking Dangerously,2
452,The Sun Also Rises,3
2848,Human Croquet,3
5231,A Girl Named Zippy,4
1829,Testimony,4
2581,Dreams from My Father: A Story of Race and Inheritance,3
3180,"Dead Until Dark (Sookie Stackhouse, #1)",2
4544,"Eragon (The Inheritance Cycle, #1)",3
1150,Kindred,4
4753,The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency #4),3
4852,"Seeing a Large Cat (Amelia Peabody, #9)",3
3161,The Gravedigger's Daughter,3
3557,"The Hobbit, or There and Back Again",5
4809,"Olive Kitteridge (Olive Kitteridge, #1)",4
3877,Shortcomings,4
4402,A Moveable Feast,5
1122,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",5
1352,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",4
3690,Man and His Symbols,4
2154,Falling Up,5
2613,Lord of the Flies,2
4859,The Stand,4
529,One Flew Over the Cuckoo's Nest,5
3738,"The Adventures of Tintin, Volume 8: The Castafiore Emerald / Flight 714 to Sydney / Tintin and the Picaros / Tintin and Alph-Art (tintin, #21-24)",3
1982,The Giving Tree,5
3947,The Waves,5
951,La invención de Morel,5
550,The Queen's Fool,3
209,Pretty Girls,4
3628,Dead Cert,3
4152,"The Hobbit, or There and Back Again",5
1223,"Key of Light (Key Trilogy, #1)",4
4402,"The Giver (The Giver, #1)",5
4693,The War of the End of the World,3
4924,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",5
73,Agent to the Stars,4
4196,Bastard Out of Carolina,4
192,Ulysses,3
1187,Thus Spoke Zarathustra,5
5685,The Tipping Point: How Little Things Can Make a Big Difference,3
5102,Crooked Little Vein,4
529,Armada,4
5225,Chronicle of a Death Foretold,4
4393,Rock On: An Office Power Ballad,2
613,Water for Elephants,3
597,Frankenstein,4
3042,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",5
4321,The Last Samurai,5
1120,King Lear,4
338,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen",3
4122,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",5
5788,Pet Sematary,2
5473,Reading Lolita in Tehran: A Memoir in Books,1
650,The Virgin Suicides,4
4373,Fahrenheit 451,4
357,The Omnivore's Dilemma: A Natural History of Four Meals,4
1066,"The Burning Bridge (Ranger's Apprentice, #2)",5
5886,American Born Chinese,4
329,"The Kindly Ones (The Sandman, #9)",4
1845,A Streetcar Named Desire,5
1806,Nightmares and Dreamscapes,4
3880,The Second Sex,4
853,I Sing the Body Electric! & Other Stories,5
5391,Animal Farm,4
5045,Mayday,4
4138,The Complete Grimm's Fairy Tales,3
879,One Hundred Years of Solitude,3
3854,Middlesex,5
5223,The Fixer,5
2042,(مکتب های ادبی (دورۀ دوجلدی,3
3036,The Girls,4
4644,The Sirens of Titan,5
5398,"Visions in Death (In Death, #19)",1
2330,Franny and Zooey,2
768,Snow Crash,4
4763,Dream Angus: The Celtic God of Dreams,3
2042,Slaughterhouse-Five,5
4534,Good Omens,5
250,The Book of Other People,5
3398,Catch-22,5
4173,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",5
5383,"Anastasia Krupnik (Anastasia Krupnik, #1)",4
347,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",4
551,"Voyager (Outlander, #3)",4
3420,"The Da Vinci Code (Robert Langdon, #2)",3
166,James and the Giant Peach,4
5250,Twelfth Night,3
4693,The Good Conscience,2
4934,Shantaram,3
545,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",4
5692,The Christmas Mystery,5
5231,The Emperor's New Clothes,4
1257,"Rules of Prey (Lucas Davenport, #1)",3
4694,Going After Cacciato,3
5063,Dubliners,5
3656,The Book of Joe,5
675,Blueberries for Sal,5
4934,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",4
4684,Baby Proof,3
815,Second Foundation (Foundation #3),3
1257,"Odd Thomas (Odd Thomas, #1)",3
1845,"The Adventures of Tintin, Vol. 5: Land of Black Gold / Destination Moon / Explorers on the Moon",5
213,"Eat, Pray, Love",5
5231,March,4
4852,A Short History of Nearly Everything,4
3492,Away,3
617,A Separate Peace,3
1133,A Happy Death,3
1163,Midaq Alley,3
2613,Old Yeller,3
5531,1984,4
5151,Lady Chatterley's Lover,3
5192,Cloud Atlas,4
5791,A Walk to Remember,2
1746,The Bloody Chamber and Other Stories,5
3262,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",3
5063,"Persepolis: The Story of a Childhood (Persepolis, #1)",5
5682,"Odd Thomas (Odd Thomas, #1)",3
1163,Alice's Adventures in Wonderland,4
5128,"The Complete Anne of Green Gables Boxed Set (Anne of Green Gables, #1-8)",5
2592,The Memory Keeper's Daughter,2
2965,Couples,5
5037,"All That Remains (Kay Scarpetta, #3)",4
4829,The Audacity of Hope: Thoughts on Reclaiming the American Dream,3
5457,Endgame & Act Without Words,5
3633,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,2
2282,"The Lies of Locke Lamora (Gentleman Bastard, #1)",5
2282,To Kill a Mockingbird,5
319,"Tales of a Fourth Grade Nothing (Fudge, #1)",4
5122,Slaughterhouse-Five,3
1125,Never Let Me Go,3
5993,The Beautiful and Damned,4
4758,Pride and Prejudice,5
4691,"Ramona and Her Father (Ramona, #4)",4
678,"Seduced by Moonlight (Merry Gentry, #3)",4
3100,Slaughterhouse-Five,5
3441,The Quiet American,5
5067,El Aleph,5
3211,The Dogs of War,5
5398,The Blind Side: Evolution of a Game,3
3486,The Man in the High Castle,2
4711,The Glass Lake,3
1051,"All Together Dead (Sookie Stackhouse, #7)",3
1807,A Stranger in the Mirror,4
823,"Dark Fire (Matthew Shardlake, #2)",3
5872,Trauma and Recovery: The Aftermath of Violence - From Domestic Abuse to Political Terror,5
693,Bread and Jam for Frances,5
5037,"The Venetian's Wife: A Strangely Sensual Tale of a Renaissance Explorer, a Computer, and a Metamorphosis",4
5962,Identity,4
2939,Atlas Shrugged,5
3557,"Foundation (Foundation, #1)",5
5152,"Catch-22 (Catch-22, #1)",3
2023,Animal Farm,3
4143,"Persepolis: The Story of a Childhood (Persepolis, #1)",3
524,Orlando,3
1257,"The Lightning Thief (Percy Jackson and the Olympians, #1)",2
5747,The Red Tent,5
2022,"Rich Dad, Poor Dad",5
5400,Dress Your Family in Corduroy and Denim,4
1097,Moneyball: The Art of Winning an Unfair Game,5
1789,Coraline,4
139,Snow Flower and the Secret Fan,5
1829,"Spellbound (Once Upon, #1)",3
5250,"Bud, Not Buddy",4
4174,A Tale of Two Cities,5
326,Even Cowgirls Get the Blues,4
1591,"The Girl with the Dragon Tattoo (Millennium, #1)",4
397,The Curious Incident of the Dog in the Night-Time,3
523,Sir Gawain and the Green Knight,3
362,Mrs. Dalloway,4
1597,"A Clash of Kings (A Song of Ice and Fire, #2)",5
3485,Lolita,3
2030,"Darkly Dreaming Dexter (Dexter, #1)",4
2482,It Must've Been Something I Ate: The Return of the Man Who Ate Everything,3
4966,Matilda,3
3625,"Mrs. Pollifax on Safari (Mrs. Pollifax, #5)",3
284,Cat's Eye,4
3853,Tropic of Cancer,3
327,The Virgin Suicides,3
3024,Sushi for Beginners,3
3186,The Hours,4
2120,About a Boy,4
512,Galápagos,5
4334,The Mole People: Life in the Tunnels Beneath New York City,4
2429,Jane Eyre,2
4158,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World",5
2571,An Invisible Sign of My Own,4
5966,The Hours,4
2388,Jane Eyre,4
150,A Separate Peace,5
3101,The End of the Affair,5
286,Villa Incognito,2
4691,Anil's Ghost,4
4667,Fear and Loathing in Las Vegas,5
3213,Memoirs of a Geisha,5
305,The Guy Not Taken: Stories,3
342,Nineteen Minutes,5
171,Superman for All Seasons,5
3618,Désirée,5
1187,Misquoting Jesus: The Story Behind Who Changed the Bible and Why,5
3211,Next,5
2581,My Life in France,3
3846,"Swann's Way (In Search of Lost Time, #1)",5
250,Eat the Document,4
675,Thirteen Moons,3
4120,Whiteout,3
2829,Deception Point,4
1305,The Hero With a Thousand Faces,3
5269,Identity,3
4589,The Princess Bride,4
2086,The 48 Laws of Power,1
919,You Bright and Risen Angels,4
667,The Polar Express,5
3961,The Woman Warrior,4
5114,Glasshouse,5
3833,Homeland and Other Stories,4
5102,Hornblower and the Atropos,4
1588,Alexander Hamilton,5
4829,Geek Love,4
4247,Oliver Twist,4
3959,Congo,3
3201,Franny and Zooey,5
4343,The Stranger,4
4284,The Tin Drum,4
4825,The Varieties of Religious Experience,3
5225,Infidel,5
5703,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,3
5671,On Chesil Beach,3
1163,The Picture of Dorian Gray,5
347,Summer Sisters,3
357,"Sunstorm (A Time Odyssey, #2)",3
4542,The Witch of Blackbird Pond,3
3485,The Fountainhead,3
1416,The Death of Ivan Ilych,3
3460,Pride and Prejudice,4
347,Prozac Nation,3
3047,Corazón tan blanco,5
74,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",5
5662,Slaughterhouse-Five,5
4426,"Jack & Jill (Alex Cross, #3)",3
4128,Madame Bovary,3
5484,The Island,4
4557,Holidays on Ice,5
5382,"Blacklist (V.I. Warshawski, #11)",4
3166,The Ministry of Special Cases,3
4304,Tender is the Night,3
4534,The Tao of Pooh,3
4806,Bill Bryson's African Diary,3
171,"Dune (Dune Chronicles, #1)",5
4806,The Pit and the Pendulum,3
2585,Unaccustomed Earth,5
4544,"Ironside (Modern Faerie Tales, #3)",3
879,East of Eden,5
1845,"Ramona Forever (Ramona, #7)",4
2685,Macbeth,5
3867,The Namesake,4
519,"Charlie and the Chocolate Factory (Charlie Bucket, #1)",4
3854,White Teeth,4
5985,Dreamcatcher,1
4753,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",5
4175,The Blind Assassin,5
3651,"A Clash of Kings (A Song of Ice and Fire, #2)",5
3593,Slaughterhouse-Five,1
1393,Gone with the Wind,5
2613,Quidditch Through the Ages,3
3769,The Razor's Edge,5
177,The Audacity of Hope: Thoughts on Reclaiming the American Dream,3
2946,The Emperor's Children,3
4290,Water for Elephants,3
4990,A Heartbreaking Work of Staggering Genius,2
4496,Prep,3
3651,Requiem for a Dream,5
1910,"The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy, #2)",4
1789,"The Devil in the White City: Murder, Magic and Madness at the Fair that Changed America",4
397,"Gateway (Heechee Saga, #1)",3
5491,Oh Say Can You Say?,3
4806,Running in the Family,3
546,The Big Love,4
192,The Fall of the House of Usher and Other Tales,4
5133,The Memory Keeper's Daughter,1
5812,Weather,4
2880,Bel Canto,5
3593,"Ender's Game (Ender's Saga, #1)",3
675,Madeline and the Bad Hat,4
3485,The Shining,3
415,The Long Walk,4
4806,Double Fold: Libraries and the Assault on Paper,1
760,In Defense of Food: An Eater's Manifesto,4
1597,Billions & Billions: Thoughts on Life and Death at the Brink of the Millennium,4
1192,"A Wild Sheep Chase (The Rat, #3)",2
5665,Mother Night,3
1349,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",4
1257,The Eyes of the Dragon,3
5161,The Great Gatsby,4
182,We Need to Talk About Kevin,4
3010,A Farewell to Arms,5
2829,Accidental Death of an Anarchist,3
4109,Me Talk Pretty One Day,4
3838,"The Little Lady Agency (The Little Lady Agency, #1)",3
415,Life Expectancy,4
329,Under the Skin,3
3171,"A Kingdom of Dreams (Westmoreland, #1)",4
3662,"In the Woods (Dublin Murder Squad, #1)",5
5231,Frankenstein,5
4943,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",5
3828,"Three Can Keep a Secret (Stella Crown Mystery, #2)",4
519,The Strange Case of Dr. Jekyll and Mr. Hyde,3
4724,The World According to Garp,4
4173,Emma,5
5238,The Curious Incident of the Dog in the Night-time,5
726,The Time Traveler's Wife,5
5198,Dark Places,4
3484,"2001: A Space Odyssey (Space Odyssey, #1)",2
5819,The Kite Runner,5
1207,Liar's Poker,5
1060,The Catcher in the Rye,3
2880,Good Grief,3
554,"Heretics of Dune (Dune Chronicles, #5)",3
2597,"Otherwise Known as Sheila the Great (Fudge, #2)",4
1597,"Shadow of the Hegemon (The Shadow Series, #2)",4
1391,"Gust Front (Posleen War, #2)",2
3398,The Book of Illusions,3
2581,Little Children,4
2613,The Call of the Wild,3
4197,"Ex Machina, Vol. 2: Tag (Ex Machina, #2)",4
2829,A Pale View of Hills,5
4196,The True Story of the 3 Little Pigs,4
3769,Immortality,1
4293,Dangerous Visions,5
1845,The Man in the Iron Mask,5
3132,Creation,1
3064,"Violets Are Blue (Alex Cross, #7)",4
617,Persuasion,4
185,The Brain that Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science,4
1257,"The Vendetta Defense (Rosato & Associates, #6)",3
3862,Interpreter of Maladies,4
2880,The Amityville Horror,4
1588,Best Friends Forever,3
503,Ironweed,4
5102,From a Buick 8,3
270,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",5
2904,Black Hole,3
853,Tooth and Claw,5
106,Snow Crash,4
3507,The History of Love,5
4753,"The Black Ice (Harry Bosch, #2; Harry Bosch Universe, #2)",5
1037,Water for Elephants,4
946,A Free Life,4
3748,"Other Voices, Other Rooms",3
503,Wit,4
2450,A Prayer for Owen Meany,5
675,"Knuffle Bunny: A Cautionary Tale (Knuffle Bunny, #1)",4
1354,Memories of My Melancholy Whores,2
1398,"The Pillars of the Earth (Kingsbridge, #1)",5
3259,"A Stroke of Midnight (Merry Gentry, #4)",4
1896,Norwegian Wood,4
2597,The Brief Wondrous Life of Oscar Wao,5
592,The Doors of Perception & Heaven and Hell,4
933,Hamlet,5
1343,Body Surfing,3
278,The Thorn Birds,5
1746,The Thirteenth Tale,3
2926,"Red Thunder (Thunder and Lightning, #1)",3
3474,The Jungle Book,4
4906,"Desert Queen: The Extraordinary Life of Gertrude Bell: Adventurer, Adviser to Kings, Ally of Lawrence of Arabia",4
4868,"The Da Vinci Code (Robert Langdon, #2)",2
4711,All Families are Psychotic,3
5491,The Queen's Fool,3
1209,From Hell,4
369,"Something Borrowed (Darcy & Rachel, #1)",3
893,The Red Pony,3
3784,Fahrenheit 451,4
4711,Valley of the Dolls,5
201,"The Blade Itself (The First Law, #1)",3
1606,Snow Flower and the Secret Fan,5
2880,Courtesan,1
4858,The Unbearable Lightness of Being,3
1588,The Guy Not Taken: Stories,3
4196,Women,4
91,Life of Pi,5
3544,Leaves of Grass,5
3854,Angela's Ashes,4
2100,Animal Farm,5
3923,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),4
5569,Dragons of Eden: Speculations on the Evolution of Human Intelligence,5
182,The Comfort of Strangers,4
4107,East of Eden,5
280,The Pilot's Wife,3
2042,The Annotated Lolita,4
5229,Waiting for Godot: A Tragicomedy in Two Acts,5
4806,Carnet de Voyage,4
1391,"Ashes of Victory (Honor Harrington, #9)",2
999,From Russia With Love,4
4366,Invisible Man,4
166,Nightmares and Dreamscapes,4
5102,'Salem's Lot,2
3256,Story of the Eye,5
1133,To Have and Have Not,5
347,The Crying of Lot 49,3
4914,"Catch-22 (Catch-22, #1)",5
2504,"Gilead (Gilead, #1)",4
5231,1984,4
3670,Case Histories (Jackson Brodie #1),4
4892,The Broom of the System,4
4411,The History of Love,5
742,Fahrenheit 451,2
5192,"Guilty Pleasures (Anita Blake, Vampire Hunter, #1)",3
3054,"The Da Vinci Code (Robert Langdon, #2)",3
4410,Pride and Prejudice,1
1737,"Shopaholic & Baby (Shopaholic, #5)",3
4162,Fahrenheit 451,4
4699,Tender is the Night,4
3159,The Kite Runner,1
1899,The Complete Stories and Poems,5
733,Middlesex,4
2152,Sadako and the Thousand Paper Cranes,3
696,"The Stonekeeper (Amulet, #1)",4
5154,War Is a Force That Gives Us Meaning,4
4122,Full Bloom (Full #5),3
5954,The Great Gatsby,3
3161,A Heartbreaking Work of Staggering Genius,3
4730,A People's History of the United States,5
3184,The Sorrows of Young Werther,5
650,The Thin Man,4
3595,Jitterbug Perfume,3
1018,Better Off: Flipping the Switch on Technology,4
727,The Sirens of Titan,5
5700,Washington Square,5
4693,As I Lay Dying,4
415,"The Forever War (The Forever War, #1)",5
4693,The Dead,3
35,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,5
4459,To Kill a Mockingbird,5
4466,Water for Elephants,4
2170,The Unbearable Lightness of Being,5
4338,Love in the Time of Cholera,4
3880,"Guards! Guards! (Discworld, #8; City Watch #1)",3
5269,The Da Vinci Code,2
1899,"The First Man in Rome (Masters of Rome, #1)",4
4655,The Time Traveler's Wife,4
3020,Nickel and Dimed: On (Not) Getting by in America,1
338,"Twilight (Twilight, #1)",4
4990,The One That Got Away,4
5791,The General's Daughter,3
5238,The Working Poor: Invisible in America,3
5383,"Thief of Time (Discworld, #26)",5
4833,The Electric Kool-Aid Acid Test,3
1829,"Petals on the Wind (Dollanganger, #2)",5
3654,The Stranger,3
4346,Bridget Jones: The Edge Of Reason (Bridget Jones #2),3
3064,"Final Target (Wind Dancer, #4)",4
3769,A Separate Reality,4
2621,The Catcher in the Rye,4
575,"Dragonfly in Amber (Outlander, #2)",4
1398,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",4
4503,"At First Sight (Jeremy Marsh & Lexie Darnell, #2)",4
4195,"New Moon (Twilight, #2)",5
5062,On Beauty,3
4152,Starship Troopers,5
5128,Stranger in a Strange Land,3
439,David Copperfield,3
4390,The Fourth Hand,3
1845,The General in His Labyrinth,4
1626,Emma,5
4010,Interpreter of Maladies,5
2880,From the Corner of His Eye,4
4381,The Sun Also Rises,4
896,Double Indemnity,4
319,"Lover Eternal (Black Dagger Brotherhood, #2)",4
5244,The Curious Incident of the Dog in the Night-Time,4
2965,Mason & Dixon,4
3944,"Anne of Windy Poplars (Anne of Green Gables, #4)",2
933,"The Vampire Lestat (The Vampire Chronicles, #2)",5
1111,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",3
1455,"Ringworld (Ringworld, #1)",3
1385,The Complete Stories and Poems,5
3054,"Mort (Death, #1; Discworld, #4)",4
621,Hard-Boiled Wonderland and the End of the World,5
4351,World War Z: An Oral History of the Zombie War,4
1802,The Baron in the Trees,4
4806,Like Water for Chocolate,3
1829,Madeline,5
685,The Queen's Fool,5
2449,"Mr. Wilson's Cabinet Of Wonder: Pronged Ants, Horned Humans, Mice on Toast, and Other Marvels of Jurassic Technology",5
1686,The Remains of the Day,5
1163,Brideshead Revisited,3
5735,Fear and Loathing on the Campaign Trail '72,4
5685,The Life and Times of the Thunderbolt Kid,5
5682,"Summer Knight (The Dresden Files, #4)",3
3256,The Metaphysical Club,5
5114,"The Golden Compass (His Dark Materials, #1)",4
592,Number the Stars,4
3259,The Museum at Purgatory,4
879,Ethan Frome,4
5111,"Cry, the Beloved Country",5
166,The Screwtape Letters,4
3241,The Shame of the Nation: The Restoration of Apartheid Schooling in America,2
3656,"The World of Winnie-the-Pooh (Winnie-the-Pooh, #1-2)",5
4373,The BFG,3
4806,The Firm,2
787,"Catch-22 (Catch-22, #1)",5
529,The Lorax,3
629,"My Side of the Mountain (Mountain, #1)",4
2880,She's Come Undone,4
3544,Admission,4
2445,Lady Windermere's Fan,5
3109,Beloved,3
729,"The Proud Highway: Saga of a Desperate Southern Gentleman, 1955-1967",3
4184,Memoirs of a Geisha,4
2581,Brief Encounters with Che Guevara: Stories,4
3161,Waiting,3
2208,The Partner,2
362,"The Gunslinger (The Dark Tower, #1)",3
1111,Year of Wonders,4
4197,"Y: The Last Man, Vol. 6: Girl on Girl (Y: The Last Man, #6)",3
503,"The Bourne Identity (Jason Bourne, #1)",3
3500,Oscar and Lucinda,5
347,The Eight,4
209,Black-Eyed Susans,5
3485,"Farmer Boy (Little House, #2)",3
4190,Dress Your Family in Corduroy and Denim,3
667,"The Host (The Host, #1)",2
2090,The Jew of Malta,3
4278,The Universe in a Nutshell,3
4384,Kitchen Confidential: Adventures in the Culinary Underbelly,4
4892,Animal Farm,3
192,I Am Legend and Other Stories,3
537,"The Fellowship of the Ring (The Lord of the Rings, #1)",5
3241,Arcadia,4
3778,In the Name of Salome,4
50,Extremely Loud & Incredibly Close,4
4120,Nada,3
3878,The Executioner's Song,5
4351,The Wolf's Hour,4
3947,Written on the Body,4
2042,Breakfast at Tiffany's,4
3474,"The Pillars of Creation (Sword of Truth, #7)",3
3880,The Rime of the Ancient Mariner,5
4804,The Bridges of Madison County,3
2924,Shakespeare: The World as Stage,5
4693,Little Dorrit,3
441,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",5
3667,"City of Glass (The New York Trilogy, #1)",3
1336,"Holes (Holes, #1)",4
3503,Till We Have Faces,5
5382,Hood,4
1455,"Rendezvous with Rama (Rama, #1)",5
5238,Seabiscuit: An American Legend,4
284,"Kiss the Girls (Alex Cross, #2)",4
2924,Animal Dreams,5
4362,The End of the Affair,4
4289,The Book Thief,4
5682,"Savage Run (Joe Pickett, #2)",3
5487,Freedom,4
5018,1984,5
1982,"Watermelon (Walsh Family, #1)",1
3544,Luncheon of the Boating Party,3
554,Life of Pi,3
5749,Lipstick Jungle,1
2195,A Heartbreaking Work of Staggering Genius,4
4152,Chasm City,5
3308,"My Friend is Sad (Elephant & Piggie, #2)",5
1950,Wasted: A Memoir of Anorexia and Bulimia,5
4760,The Giving Tree,5
4825,East of Eden,4
1163,Madame Bovary,4
4667,"Guards! Guards! (Discworld, #8; City Watch #1)",5
5192,"Summer Knight (The Dresden Files, #4)",4
4152,"Ender's Game (Ender's Saga, #1)",5
675,The House of the Spirits,4
4426,"3rd Degree (Women's Murder Club, #3)",3
5413,Three Bags Full,3
1865,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",4
5739,Just So Stories,4
1305,"Plainsong (Plainsong, #1)",4
3485,The Five People You Meet in Heaven,1
1899,Death Comes as the End,3
3500,"Hatchet (Brian's Saga, #1)",5
317,"Outlander (Outlander, #1)",5
4332,Guess How Much I Love You,4
3460,Number the Stars,5
882,A Heartbreaking Work of Staggering Genius,2
873,Atonement,5
5250,The Alchemist,3
1113,Reflex,5
3256,Lady Chatterley's Lover,4
2458,"Go Down, Moses",4
4806,Deerskin,4
3166,"The Fires of Heaven (The Wheel of Time, #5)",4
2829,My Sweet Orange Tree,5
182,The Green Mile,3
50,On Beauty,2
4806,Be Buried in the Rain,4
3530,V for Vendetta,4
3628,"The Crystal Cave (Arthurian Saga, #1)",4
425,V for Vendetta,5
519,The Death of Ivan Ilych,4
650,The Road,3
4697,Tuesdays with Morrie,5
1737,The Ugly American,4
4832,The Great Gatsby,2
5954,"Kiss the Girls (Alex Cross, #2)",3
2296,"Children of the Storm (Amelia Peabody, #15)",4
3860,Villette,2
4806,"Mrs. Pollifax Pursued (Mrs. Pollifax, #11)",4
5394,"The End (A Series of Unfortunate Events, #13)",3
526,Franny and Zooey,4
1466,The Room,3
4122,The Girl Who Stopped Swimming,4
2139,Matilda,4
148,The Devil in the White City,3
5400,"The Silver Chair (Chronicles of Narnia, #6)",4
4197,The Age of Miracles,4
2088,The Bookseller of Kabul,3
329,"Heartsick (Archie Sheridan & Gretchen Lowell, #1)",2
913,Fear of Flying,5
4542,Jane Eyre,3
5900,George's Marvellous Medicine,3
3944,"The Book of Ti'ana (Myst, #2)",3
1120,Dombey and Son,3
